id,name,address,postcode,lat,long,accuracy,inspection,score,classification,telephone,type
,Queens Gardens Childcare Centre,Wilberforce Drive,HU1 3DG,53.7455613,-0.3329961,GEOMETRIC_CENTER,21-Nov-06,100,A Excellent,,
,Queens Gardens News,10 Alfred Gelder Street,HU1 2BP,53.7440957,-0.3355281,RANGE_INTERPOLATED,01-Mar-10,70,C Acceptable,,
,Queens Hotel,Queens Road,HU5 2QR,53.761555,-0.351054,,27-Feb-10,70,C Acceptable,,
,Queensgate Residential Home,Boulevard,HU3 2TA,53.742995,-0.367214,,25-Oct-08,90,A Excellent,,
,Quick Snax,9 Amethyst Road,HU9 4HL,53.764905,-0.261932,,06-Oct-08,80,B Good,,
,Quicksilver,147 Spring Bank,HU3 1BN,53.750327,-0.354984,,16-Feb-05,80,B Good,,
,Quicksilver,116 Newland Avenue,HU5 3AA,53.7635648,-0.3587144,RANGE_INTERPOLATED,10-May-05,95,A Excellent,,
,Quicksilver,358 Hessle Road,HU3 3SD,53.7345308,-0.368025,RANGE_INTERPOLATED,28-Nov-06,85,B Good,,
,Rainbow Childrens Centre,Wheeler Street,HU3 5QE,53.742485,-0.384489,,13-Jul-09,80,B Good,,
,Rainbow Nursery,Salisbury Street,HU5 3EU,53.76007,-0.366039,,08-Oct-08,95,A Excellent,,
,Raj Pavilion,56a-58 Beverley Road,HU3 1YE,53.7510252,-0.3476172,RANGE_INTERPOLATED,09-Dec-09,90,A Excellent,,
,Raleigh Court Residential Home,Cambridge Street,HU3 2EP,53.74233,-0.348814,,27-Feb-10,90,A Excellent,,
,Rampant Horse,381 Hall Road,HU6 9DT,53.788029,-0.386258,,03-Dec-08,70,C Acceptable,,
,RAPT,128 Holderness Road,HU9 1JP,53.7525556,-0.3153107,RANGE_INTERPOLATED,30-Apr-08,80,B Good,,
,Rascalz Limited,St. Mark Street,HU8 7EB,53.751756,-0.323874,,16-Jan-10,95,A Excellent,,
,Ravenser,178 Southcoates Lane,HU9 3AP,53.7576129,-0.2969732,RANGE_INTERPOLATED,02-Sep-04,80,B Good,,
,Rayners,325 Hessle Road,HU3 4BL,53.7272434,-0.4097516,RANGE_INTERPOLATED,23-Mar-05,75,B Good,,
,Ray's Place,97 Princes Avenue,HU5 3QP,53.755129,-0.35937,,11-Feb-10,85,B Good,,
,Reckitt Company Shop,Dansom Lane,HU8 7LA,53.7518483,-0.3219731,GEOMETRIC_CENTER,07-Jun-05,85,B Good,,
,Reckitt Main Kitchen,Dansom Lane,HU8 7LA,53.7518483,-0.3219731,GEOMETRIC_CENTER,01-Sep-08,75,B Good,,
,Reckitt Satellites K1 and K2,Dansom Lane,HU8 7LA,53.7518483,-0.3219731,GEOMETRIC_CENTER,01-Sep-08,75,B Good,,
,Reckitts Benckiser Coffee Shop,Dansom Lane,HU8 7LA,53.7518483,-0.3219731,GEOMETRIC_CENTER,01-Sep-08,85,B Good,,
,Red Lion Inn,Clarence Street,HU9 1DN,53.7460514,-0.3261131,GEOMETRIC_CENTER,23-Mar-05,75,B Good,,
,Reel Cinema,Unit 51 St Stephen's Shopping Centre,HU2 8LN,53.7520129,-0.3453551,,10-Jul-09,85,B Good,,
,Regal Fisheries,297 Hessle Road,HU3 4BQ,53.7348753,-0.3655296,RANGE_INTERPOLATED,17-Jun-08,90,A Excellent,,
,Regency Day Nursery,Osborne Street,HU1 2PN,53.74275,-0.341129,,18-Aug-08,90,A Excellent,,
,Regent Takeaway,847 Anlaby Road,HU4 6DL,53.744496,-0.3983007,RANGE_INTERPOLATED,23-Jul-08,95,A Excellent,,
,Relax Coffee Shop,51 Newland Avenue,HU5 3BG,53.7616579,-0.3588702,RANGE_INTERPOLATED,12-Feb-08,70,C Acceptable,,
,Relish,27 Silver Street,HU1 1JG,53.743007,-0.333629,,14-May-08,85,B Good,,
,Revolution,33 Lowgate,HU1 1PB,53.743276,-0.332644,,30-Sep-09,70,C Acceptable,,
,Riley Snooker Club,83 Beverley Road,HU3 1XR,53.7713056,-0.3546981,RANGE_INTERPOLATED,06-Dec-08,70,C Acceptable,,
,Rileys American Pool & Snooker,Alfred Gelder Street,HU1 2BP,53.7441954,-0.3334137,GEOMETRIC_CENTER,06-Dec-08,70,C Acceptable,,
,Ringtons Ltd,Malton Street,HU9 1BA,53.7420263,-0.2740834,APPROXIMATE,27-Feb-04,80,B Good,,
,Rising Sun,1 Mizzen Road,HU6 7AG,53.7882043,-0.362509,RANGE_INTERPOLATED,09-Jan-09,70,C Acceptable,,
,Rispins,326-328 Priory Road,HU5 5RS,53.761094,-0.4003875,RANGE_INTERPOLATED,16-Nov-09,65,C Acceptable,,
,Riversdale News,790 Beverley Road,HU6 7EY,53.7787659,-0.356928,RANGE_INTERPOLATED,11-Aug-04,85,B Good,,
,Riverside Grange Residential Home,2052a Hessle Road,HU13 9NW,53.7256587,-0.4170668,RANGE_INTERPOLATED,10-Jan-09,90,A Excellent,,
,Robbie Johnsons,47 Chariot Street,HU1 3RT,53.743762,-0.341262,,23-Sep-08,85,B Good,,
,Robin's Top Gnosh,348 Preston Road,HU9 5HH,53.756316,-0.265395,,22-Jan-10,70,C Acceptable,,
,Rockliffe House,466 Beverley Road,HU5 1NN,53.771716,-0.3548762,RANGE_INTERPOLATED,07-Jul-08,90,A Excellent,,
,Rokeby Park Primary School,Gershwin Avenue,HU4 7NJ,53.73664,-0.413411,GEOMETRIC_CENTER,10-Sep-09,85,B Good,,
,Roos Catering Ltd,338 Hessle Road,HU3 3SB,53.7346035,-0.367152,RANGE_INTERPOLATED,07-Dec-07,90,A Excellent,,
,Rose Cottage Cafe,273 Anlaby Road,HU3 2SE,53.7432455,-0.36231,RANGE_INTERPOLATED,16-Mar-09,90,A Excellent,,
,Rose Hotel,245 Beverley Road,HU5 2UT,53.7714792,-0.3547734,RANGE_INTERPOLATED,17-Mar-05,80,B Good,,
,Rose Villa Care Home,269/271 Beverley Road,HU5 2ST,53.7715049,-0.3547846,RANGE_INTERPOLATED,30-Jan-10,85,B Good,,
,Rosedale Fisheries,906 Spring Bank West,HU5 5BL,53.7501547,-0.3943897,RANGE_INTERPOLATED,31-Jan-09,80,B Good,,
,Rossmore Nursing Home,62-68 Sunny Bank,HU3 1LQ,53.750645,-0.36628,,27-Sep-08,95,A Excellent,,
,Roundabout Nursery,Ainthorpe Grove,HU5 5EB,53.751502,-0.403539,GEOMETRIC_CENTER,25-Apr-08,80,B Good,,
,Roundtree's,340 Beverley Road,HU5 1LH,53.771581,-0.3548176,RANGE_INTERPOLATED,01-Oct-08,90,A Excellent,,
,Rovers Return,386 Holderness Road,HU9 3DL,53.7638631,-0.2948011,RANGE_INTERPOLATED,05-Nov-09,80,B Good,,
,Royal Fisheries,12 James Reckitt Avenue,HU8 7TP,53.7586255,-0.3212936,RANGE_INTERPOLATED,28-Oct-09,75,B Good,,
,Royal Mail Parcel Canteen,Malmo Road,HU7 0YF,53.7772795,-0.3452789,GEOMETRIC_CENTER,25-Sep-09,80,B Good,,
,Royal Mail Staff Canteen,St. Peter Street,HU9 1AA,53.744919,-0.325837,,23-Feb-09,70,C Acceptable,,
,Ruby Lounge,179-181 Newland Avenue,HU5 2EN,53.7659794,-0.358586,RANGE_INTERPOLATED,06-Dec-08,70,C Acceptable,,
,Rugby Tavern,Dock Street,HU1 3DL,53.745416,-0.337194,,06-Oct-08,85,B Good,,
,Rumours,Trinity House Lane,HU1 2JH,53.74249,-0.334749,,24-Mar-09,75,B Good,,
,S J Donaldson,98 Newland Avenue,HU5 3AA,53.7631556,-0.3587231,RANGE_INTERPOLATED,16-Feb-10,75,B Good,,
,Sailmakers Arms,High Street,HU1 1NN,53.744666,-0.32979,,08-Jan-09,65,C Acceptable,,
,Sainsbury's,455-459 Anlaby Road,HU3 6AS,53.7437962,-0.3739556,RANGE_INTERPOLATED,12-Apr-07,90,A Excellent,,
,Sainsbury's,282 Bricknell Avenue,HU5 4QG,53.7672191,-0.3881733,RANGE_INTERPOLATED,12-Sep-08,85,B Good,,
,Sainsbury's,561 Inglemire Lane,HU6 8NA,53.7760366,-0.3854142,RANGE_INTERPOLATED,12-Sep-08,85,B Good,,
,Sainsbury's,250-254 Wold Road,HU5 5XG,53.7569262,-0.4093509,RANGE_INTERPOLATED,19-Sep-08,85,B Good,,
,Sainsbury's,72 Chanterlands Avenue,HU5 3TT,53.7537637,-0.3735981,RANGE_INTERPOLATED,21-Jan-09,95,A Excellent,,
,Sainsbury's,84-86 Paragon Street,HU1 3QR,53.7440448,-0.3435661,RANGE_INTERPOLATED,24-Mar-09,80,B Good,,
,Sainsbury's,118 Newland Avenue,HU5 3AA,53.76261,-0.358769,,15-Sep-09,80,B Good,,
,Sainsbury's,540 Beverley Road,HU6 7LG,53.7717953,-0.3549106,RANGE_INTERPOLATED,25-Nov-09,80,B Good,,
,Sainsbury's,81-85 Princes Avenue,HU5 3QX,53.754362,-0.359865,,15-Dec-09,85,B Good,,
,Sainsbury's,1022-1024 Anlaby Road,HU4 6AT,53.7443132,-0.4083961,RANGE_INTERPOLATED,16-Dec-09,90,A Excellent,,
,Sainsbury's,123 Spring Bank,HU3 1BH,53.749936,-0.35373,,16-Dec-09,80,B Good,,
,Sainsbury's,372 Ings Road,HU8 0NP,53.7749401,-0.3036248,RANGE_INTERPOLATED,30-Dec-09,80,B Good,,
,Sainsbury's,Grandale,HU7 4BL,53.784561,-0.343709,GEOMETRIC_CENTER,05-Jan-10,85,B Good,,
,Sainsbury's,306 Hessle Road,HU3 3DU,53.7348441,-0.3657754,RANGE_INTERPOLATED,05-Jan-10,85,B Good,,
,Sainsbury's,249 Greenwood Avenue,HU6 9QA,53.7822476,-0.3769602,RANGE_INTERPOLATED,05-Jan-10,80,B Good,,
,Sainsbury's,87-89 Bethune Avenue,HU4 7EH,53.7301243,-0.417399,RANGE_INTERPOLATED,06-Jan-10,80,B Good,,
,Sainsburys Petrol Station,Sainsbury Way,HU13 9NS,53.72373,-0.420066,GEOMETRIC_CENTER,04-Oct-08,90,A Excellent,,
,Sainsburys Plc,Sainsbury Way,HU13 9NS,53.72373,-0.420066,GEOMETRIC_CENTER,04-Oct-08,90,A Excellent,,
,Sainsbury's Staff Canteen,Sainsbury Way,HU13 9NF,53.72373,-0.420066,GEOMETRIC_CENTER,04-Oct-08,85,B Good,,
,Salinger House,2 Logan Close,HU7 4PG,53.7822896,-0.3139378,RANGE_INTERPOLATED,15-Apr-09,85,B Good,,
,Salt & Vinegar,554 Beverley Road,HU6 7LG,53.7687207,-0.3537532,RANGE_INTERPOLATED,28-Aug-08,90,A Excellent,,
,Saltshouse Haven Nursing Home,71 Saltshouse Road,HU8 9EH,53.7768613,-0.2847301,GEOMETRIC_CENTER,27-Sep-08,90,A Excellent,,
,Saltshouse Tavern,1 Dunvegan Road,HU8 9JD,53.778462,-0.292075,,24-Jan-08,75,B Good,,
,Salvation Army,86 -92 Beverley Road,HU3 1YA,53.7713089,-0.3546995,RANGE_INTERPOLATED,24-Feb-04,75,B Good,,
,Samba Catering Services,25 Unit Factory Estate,HU3 4AY,53.7327611,-0.3624621,GEOMETRIC_CENTER,04-Feb-09,85,B Good,,
,Sam's Takeaway,645 Anlaby Road,HU3 6SX,53.7434475,-0.385659,RANGE_INTERPOLATED,10-Nov-09,55,D Poor,,
,San Remo's,44 Cottingham Road,HU6 7RA,53.7687052,-0.3597803,RANGE_INTERPOLATED,16-Sep-09,55,D Poor,,
,Sanctuary Housing,94 Coltman Street,HU3 2SJ,53.7367763,-0.3582431,RANGE_INTERPOLATED,14-Jun-07,65,C Acceptable,,
,Sandwich Xpress,292 Southcoates Lane,HU9 3AP,53.758,-0.2948025,RANGE_INTERPOLATED,25-Apr-08,90,A Excellent,,
,Sandy & Mandy's Sandwich Bars,628 Holderness Road,HU9 3EZ,53.7642903,-0.2937563,RANGE_INTERPOLATED,06-Oct-09,90,A Excellent,,
,Sangha News,215 Beverley Road,HU5 2TX,53.7714471,-0.3547595,RANGE_INTERPOLATED,24-Jun-08,55,D Poor,,
,Sangha's Fish & Chips,213 Beverley Road,HU5 2TX,53.7714449,-0.3547586,RANGE_INTERPOLATED,10-Jan-09,80,B Good,,
,Saporito Fast Food,139 Askew Avenue,HU4 6NH,53.7363922,-0.3967099,RANGE_INTERPOLATED,20-Jul-09,70,C Acceptable,,
,Sara's Super Sandwiches,80 New Cleveland Street,HU8 7HE,53.7504974,-0.3288675,RANGE_INTERPOLATED,19-Mar-08,70,C Acceptable,,
,Savoury's Sandwich Bar,639 Anlaby Road,HU3 6SX,53.7434805,-0.3853147,RANGE_INTERPOLATED,18-Nov-08,80,B Good,,
,Sawasdee,220 Newland Avenue,HU5 2NB,53.7667087,-0.358497,RANGE_INTERPOLATED,25-Feb-10,60,C Acceptable,,
,School Girl Mums Unit,Boulevard,HU3 3EL,53.737755,-0.364754,,21-Jan-10,90,A Excellent,,
,Schools Out @ Bricknell,Bricknell Avenue,HU5 4ET,53.765813,-0.386094,GEOMETRIC_CENTER,27-Mar-07,95,A Excellent,,
,Sculcoates News,54 Sculcoates Lane,HU5 1DW,53.7615907,-0.3461456,RANGE_INTERPOLATED,20-May-08,65,C Acceptable,,
,Seasider Seafoods,42-44 English Street,HU3 2DT,53.737744,-0.345685,,11-Feb-10,85,B Good,,
,Selby Street Lunches,Selby Street,HU3 3PB,53.7415375,-0.3720005,GEOMETRIC_CENTER,20-Feb-06,70,C Acceptable,,
,Seven Seas Ltd Canteen,1305 Hedon Road,HU9 5NJ,53.7471179,-0.2655018,RANGE_INTERPOLATED,17-Mar-08,90,A Excellent,,
,Shanghai Nights,625 Holderness Road,HU8 9AL,53.7642313,-0.2938991,RANGE_INTERPOLATED,11-Nov-08,65,C Acceptable,,
,Sharkeys & Citrus Bean,George Street,HU1 3AA,53.747565,-0.331426,,06-Nov-07,90,A Excellent,,
,Sharons Plaice,1 Ings Centre,HU8 0TX,53.7715,-0.290154,,27-Aug-08,85,B Good,,
,Sheen's Snax,387 James Reckitt Avenue,HU8 0JE,53.7673108,-0.3066718,RANGE_INTERPOLATED,03-Feb-09,90,A Excellent,,
,Shellys,563a Inglemire Lane,HU6 8SW,53.7760366,-0.3854142,RANGE_INTERPOLATED,29-Sep-09,95,A Excellent,,
,Shimla Restaurant,17 Anlaby Road,HU1 2PJ,53.7447028,-0.4004569,RANGE_INTERPOLATED,30-Jan-09,70,C Acceptable,,
,Shine City Cafe Bar,95 Jameson Street,HU1 3HR,53.74446,-0.344129,,03-Jun-09,75,B Good,,
,Ship Inn.,43 Hodgson Street,HU8 7EY,53.7498306,-0.3287956,RANGE_INTERPOLATED,09-Feb-10,85,B Good,,
,Showcase,443 Hessle Road,HU3 4EH,53.734076,-0.3724651,RANGE_INTERPOLATED,15-Nov-08,75,B Good,,
,Sibelius News,10 Sibelius Road,HU4 7NH,53.737874,-0.411054,,04-Sep-08,75,B Good,,
,Sidmouth Primary School,Sidmouth Street,HU5 2JY,53.766125,-0.361729,,22-Oct-02,85,B Good,,
,Silver Cod,506 Anlaby Road,HU3 6SZ,53.7437161,-0.3828846,RANGE_INTERPOLATED,12-Mar-08,80,B Good,,
,Silver Cod Fisheries,12 Grandale,HU7 4BL,53.7845765,-0.3443956,RANGE_INTERPOLATED,28-Jan-08,95,A Excellent,,
,Simply Deli-Licious,10 Willerby Road,HU5 5JJ,53.750446,-0.395759,RANGE_INTERPOLATED,16-Jul-09,75,B Good,,
,Simpson's Seafoods,286 Hessle Road,HU3 3EA,53.7350265,-0.3649645,RANGE_INTERPOLATED,17-Jun-08,85,B Good,,
,Skippers Tavern,Grampian Way,HU7 5BJ,53.805653,-0.32805,,05-Mar-05,75,B Good,,
,Sleepers Bar,47-49 Newland Avenue,HU5 3BG,53.7614907,-0.3588935,RANGE_INTERPOLATED,15-Dec-08,75,B Good,,
,Smiffy's,Trinity House Lane,HU1 2JH,53.74249,-0.334749,,16-Aug-05,85,B Good,,
,Smith & Nephew Staff Canteen,101 Hessle Road,HU3 2BN,53.7273037,-0.4094807,RANGE_INTERPOLATED,03-Apr-08,80,B Good,,
,Smithy's Quality Fish & Chips,244 Beverley Road,HU5 1AH,53.7714782,-0.354773,RANGE_INTERPOLATED,20-Nov-08,90,A Excellent,,
,Smokey Joe's,Trinity House Lane,HU1 2JH,53.74249,-0.334749,,04-Mar-09,45,D Poor,,
,Snak Shak,183 Cleveland Street,HU8 8AZ,53.7574563,-0.3277414,RANGE_INTERPOLATED,05-Sep-08,70,C Acceptable,,
,Soccer Sensations,Poorhouse Lane,HU9 5DF,53.756405,-0.263944,,23-Mar-09,80,B Good,,
,Social Services,180 - 186 Stroud Crescent East,HU7 4QL,53.7887416,-0.3271117,RANGE_INTERPOLATED,11-Dec-08,60,C Acceptable,,
,Soho Lounge,5 Posterngate,HU1 2JN,53.7421582,-0.3357932,RANGE_INTERPOLATED,27-Jul-09,70,C Acceptable,,
,Somerville Residential Home,262-264 Boulevard,HU3 3ED,53.736402,-0.364105,,21-Nov-09,60,C Acceptable,,
,Sorrento's Delicatessen,52 Cottingham Road,HU6 7RA,53.7687081,-0.3598355,RANGE_INTERPOLATED,10-Jan-09,70,C Acceptable,,
,South News and Convenience,8 Willerby Road,HU5 5JJ,53.750353,-0.395529,RANGE_INTERPOLATED,04-Nov-08,75,B Good,,
,Southcoates Primary School,Southcoates Lane,HU9 3AP,53.7517378,-0.2971056,GEOMETRIC_CENTER,21-Feb-05,75,B Good,,
,Southcoates Service Station,343 Southcoates Lane,HU9 3AJ,53.7540657,-0.2951853,RANGE_INTERPOLATED,05-Oct-09,65,C Acceptable,,
,Spar,77-79 South Bridge Road,HU9 1TL,53.741364,-0.32373,,14-Jul-05,75,B Good,,
,Spice Tandoori,973 Spring Bank West,HU5 5HD,53.749912,-0.3960552,RANGE_INTERPOLATED,09-Dec-08,80,B Good,,
,Spiders Club,New Cleveland Street,HU8 7AU,53.7498224,-0.3287259,GEOMETRIC_CENTER,24-Feb-09,90,A Excellent,,
,Spotted Dog,575 Inglemire Lane,HU6 8SW,53.7761194,-0.3861905,RANGE_INTERPOLATED,28-Oct-08,75,B Good,,
,Spring Bank House,750 Spring Bank West,HU5 5AA,53.7502281,-0.3862993,RANGE_INTERPOLATED,29-Jun-09,75,B Good,,
,Spring Bank Tavern,29 Spring Bank,HU3 1AF,53.748787,-0.348522,,31-Mar-08,70,C Acceptable,,
,Spring Cottage Fast Foods,20 Dalsetter Rise,HU8 9JF,53.7799169,-0.2924655,RANGE_INTERPOLATED,29-Jan-09,70,C Acceptable,,
,Spring Cottage Primary School,Dressay Grove,HU8 9JH,53.780731,-0.292362,GEOMETRIC_CENTER,03-Sep-08,90,A Excellent,,
,Springhead Park Golf Club,Willerby Road,HU5 5JE,53.752498,-0.407399,GEOMETRIC_CENTER,16-Nov-07,70,C Acceptable,,
,Square Pan Pizza,210-212 Spring Bank,HU3 1NP,53.7514752,-0.3626487,RANGE_INTERPOLATED,25-Nov-09,55,D Poor,,
,St Aiden's Cafe,139 Southcoates Avenue,HU9 3HF,53.7597965,-0.2942926,RANGE_INTERPOLATED,07-May-08,95,A Excellent,,
,St Andrews Place,271 St. Georges Road,HU3 3SW,53.7371642,-0.3729012,GEOMETRIC_CENTER,28-Apr-08,90,A Excellent,,
,St Andrews Primary School,Grandale,HU7 4BL,53.784561,-0.343709,GEOMETRIC_CENTER,11-Nov-08,95,A Excellent,,
,St Catherines Home For Elderly,146 Southcoates Lane,HU9 3AJ,53.7573863,-0.2998471,RANGE_INTERPOLATED,24-Oct-09,90,A Excellent,,
,St Charles School,Norfolk Street,HU2 9AA,53.7496462,-0.3449489,GEOMETRIC_CENTER,13-Mar-08,90,A Excellent,,
,St Georges Hotel,120 St. Georges Road,HU3 3QE,53.7401475,-0.3744999,RANGE_INTERPOLATED,06-Jan-09,75,B Good,,
,St Georges Primary School,St. Georges Road,HU3 6ED,53.7371642,-0.3729012,GEOMETRIC_CENTER,21-Oct-02,85,B Good,,
,St James Church Hall,Church Street,HU7 4TL,53.780727,-0.304778,GEOMETRIC_CENTER,21-Apr-09,70,C Acceptable,,
,St James Primary School,Dorchester Road,HU7 6BD,53.7806072,-0.3193921,GEOMETRIC_CENTER,29-Feb-08,80,B Good,,
,St Johns Hotel,10 Queens Road,HU5 2PY,53.7600119,-0.3576261,RANGE_INTERPOLATED,04-Feb-03,85,B Good,,
,St Margarets Lodge,34-39 Margaret Street,HU3 1ST,53.7551001,-0.3502364,RANGE_INTERPOLATED,31-Jul-08,80,B Good,,
,"St Mary, Queen of the Martyrs",Nidderdale,HU7 4BS,53.7809647,-0.3340523,GEOMETRIC_CENTER,11-Jul-08,85,B Good,,
,St Marys Church,Lowgate,HU1 1YG,53.7434944,-0.3327032,GEOMETRIC_CENTER,02-Sep-03,85,B Good,,
,St Mary's Church,Sculcoates Lane,HU5 1DP,53.7619431,-0.3444837,GEOMETRIC_CENTER,22-Oct-08,90,A Excellent,,
,St Marys College,Inglemire Lane,HU6 7TN,53.7756165,-0.381158,GEOMETRIC_CENTER,02-Feb-10,95,A Excellent,,
,St Nicholas Primary School,Cottingham Road,HU5 2DL,53.7699095,-0.3804549,GEOMETRIC_CENTER,05-Nov-05,85,B Good,,
,St Richard's Out of School Club,Marfleet Lane,HU9 5RJ,53.7551535,-0.273916,GEOMETRIC_CENTER,29-Nov-07,75,B Good,,
,St Richards R C Primary School,Marfleet Lane,HU9 5TE,53.7551535,-0.273916,GEOMETRIC_CENTER,17-Apr-08,80,B Good,,
,St Stephens Church,96 Annandale Road,HU9 4LA,53.7597014,-0.2543825,RANGE_INTERPOLATED,08-May-08,75,B Good,,
,St Vincent's Social Club,32 Queens Road,HU5 2QP,53.7600101,-0.3575012,RANGE_INTERPOLATED,05-Feb-09,85,B Good,,
,St. Marys Nursing Home,344 Chanterlands Avenue,HU5 4DT,53.7618874,-0.3736146,RANGE_INTERPOLATED,07-Nov-09,90,A Excellent,,
,St. Vincents RC School,Queens Road,HU5 2QP,53.760745,-0.353839,GEOMETRIC_CENTER,24-Feb-10,65,C Acceptable,,
,Staks Cafe Bar,370 Beverley Road,HU5 1LN,53.7637733,-0.3514638,RANGE_INTERPOLATED,22-Feb-09,75,B Good,,
,Star Pizza,945 Spring Bank West,HU5 5BE,53.7500005,-0.3940666,RANGE_INTERPOLATED,22-Dec-08,85,B Good,,
,Starbucks Coffee Co,45 King Edward Street,HU1 3RW,53.7450921,-0.3410353,RANGE_INTERPOLATED,04-Apr-07,80,B Good,,
,Starbucks Coffee Co,Unit 3 The Pod,HU3 4SE,53.7377064,-0.3683738,APPROXIMATE,08-Oct-08,85,B Good,,
,Starbucks Coffee Co,St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,12-Jun-09,85,B Good,,
,Stars Takeaway,Unit 1 Littondale,HU7 4BJ,53.7847195,-0.337897,GEOMETRIC_CENTER,28-Jan-10,85,B Good,,
,Station Inn,202 Beverley Road,HU2 9AN,53.7714332,-0.3547534,RANGE_INTERPOLATED,29-Apr-08,70,C Acceptable,,
,Stepney Lane School,Stepney Lane,HU5 1HX,53.7590026,-0.345595,GEOMETRIC_CENTER,23-Jun-08,90,A Excellent,,
,Steve`s Snacks,Wiltshire Road,HU4 6PD,53.729345,-0.384793,GEOMETRIC_CENTER,29-Sep-08,85,B Good,,
,Stockwell Primary School,Dodswell Grove,HU9 5HY,53.752743,-0.253334,GEOMETRIC_CENTER,26-Jun-08,90,A Excellent,,
,Stoneferry Primary School,Stoneferry Road,HU7 0BA,53.7685666,-0.3275722,GEOMETRIC_CENTER,21-Nov-08,70,C Acceptable,,
,Strickland Arms,Strickland Street,HU3 4AD,53.7345896,-0.3582333,GEOMETRIC_CENTER,19-Mar-09,90,A Excellent,,
,Stuart Welburn Family Butchers,296 Southcoates Lane,HU9 3AP,53.7580258,-0.2945867,RANGE_INTERPOLATED,19-Jan-09,60,C Acceptable,,
,Sublicious,19 Spring Bank,HU3 1AF,53.7505588,-0.3774668,RANGE_INTERPOLATED,15-Feb-10,55,D Poor,,
,Subway Sandwiches,28 King Edward Street,HU1 3SS,53.7444853,-0.3399867,RANGE_INTERPOLATED,25-Jul-08,75,B Good,,
,Subway Sandwiches,Unit 6 The Pod,HU3 4SA,53.7377064,-0.3683738,APPROXIMATE,19-Aug-08,90,A Excellent,,
,Subway Sandwiches,Unit 44 St Stephens Shopping Centre,HU2 8LN,53.7520129,-0.3453551,APPROXIMATE,30-Nov-08,85,B Good,,
,Subway Sandwiches,32 Cottingham Road,HU6 7RA,53.7687007,-0.3596974,RANGE_INTERPOLATED,20-Jan-09,80,B Good,,
,Subway Sandwiches,9 Whitefriargate,HU1 2ER,53.742998,-0.3353654,RANGE_INTERPOLATED,23-Apr-09,85,B Good,,
,Subway Sandwiches,126 Newland Avenue,HU5 2NN,53.7639189,-0.3586991,RANGE_INTERPOLATED,18-Jun-09,80,B Good,,
,Sue and Cherie's Home Bakery,192 Hessle Road,HU3 3BE,53.7361874,-0.359799,RANGE_INTERPOLATED,22-Jun-09,75,B Good,,
,Sue's Traditional Fish & Chips,297a Ings Road,HU8 0NB,53.7747243,-0.303548,RANGE_INTERPOLATED,04-Feb-09,75,B Good,,
,Sugar & Spice,216 Orchard Park Road,HU6 9BX,53.7870113,-0.3748326,RANGE_INTERPOLATED,05-May-09,85,B Good,,
,Sugarcraft of Hull,25 Paragon Street,HU1 3NA,53.7440036,-0.3415253,RANGE_INTERPOLATED,29-Jul-08,80,B Good,,
,Sun Cafe,104 Cottingham Road,HU6 7RZ,53.768868,-0.3623406,RANGE_INTERPOLATED,30-Nov-07,95,A Excellent,,
,Sunlight,144 County Road South,HU5 5NA,53.7551254,-0.3992982,RANGE_INTERPOLATED,10-Jun-09,75,B Good,,
,Sunningdale Court,Birkdale Way,HU9 2BH,53.7500955,-0.3083396,GEOMETRIC_CENTER,24-Jan-09,95,A Excellent,,
,Sunny Garden Chinese Takeaway,155 Fairfax Avenue,HU5 4QZ,53.7696433,-0.383635,RANGE_INTERPOLATED,10-Nov-09,85,B Good,,
,Sunny Palace,281 Anlaby Road,HU3 2SE,53.7432602,-0.3627992,RANGE_INTERPOLATED,26-Feb-10,80,B Good,,
,Sunnybank Hotel,12-18 Sunny Bank,HU3 1LH,53.7503927,-0.3674076,GEOMETRIC_CENTER,22-Sep-08,60,C Acceptable,,
,Sunshine House Children's Centre,70 Walker Street,HU3 2HE,53.7397164,-0.3509302,RANGE_INTERPOLATED,05-Jan-05,70,C Acceptable,,
,Super Wok,103 Portobello Street,HU9 3NP,53.7629958,-0.2880674,RANGE_INTERPOLATED,10-Feb-10,85,B Good,,
,Superdrug Plc,16-20 King Edward Street,HU1 3SS,53.7440795,-0.3393215,RANGE_INTERPOLATED,01-Feb-05,85,B Good,,
,Superdrug Plc,64-66 Whitefriargate,HU1 2HU,53.7429063,-0.3346871,RANGE_INTERPOLATED,17-Feb-09,85,B Good,,
,Superdrug Stores Plc,7B North Point Shopping Centre,HU7 4EE,53.78635,-0.32062,APPROXIMATE,12-Apr-05,95,A Excellent,,
,Superstar Cafe and Takeaway,3A Ings Centre,HU8 0TX,53.771809,-0.2967792,APPROXIMATE,27-Jul-09,75,B Good,,
,Sutton Fields,Oslo Road,HU7 0YN,53.7777504,-0.3367934,GEOMETRIC_CENTER,01-Oct-09,75,B Good,,
,Sutton House Nursing Home,Kingfisher Rise,HU7 4UZ,53.7778888,-0.3018199,GEOMETRIC_CENTER,06-May-08,90,A Excellent,,
,Sutton Park Convenience Store,4-8 Ridsdale,HU7 6DF,53.7854079,-0.3330136,RANGE_INTERPOLATED,17-Feb-04,75,B Good,,
,Sutton Park Golf Club,Saltshouse Road,HU8 9HF,53.7768613,-0.2847301,GEOMETRIC_CENTER,17-Oct-06,75,B Good,,
