id,name,address,postcode,lat,long,accuracy,inspection,score,classification,telephone,type
,150 Transport Regiment,Londesborough Street,HU3 1DS,53.7465025,-0.3566901,GEOMETRIC_CENTER,14-Oct-08,85,B Good,,
,24/7 Vending Cafe,46 Spring Bank,HU3 1AB,53.7505588,-0.3774668,RANGE_INTERPOLATED,03-Dec-09,75,B Good,,
,250 (Hull) Medical Squadron,Anlaby Road,HU3 6PB,53.7431702,-0.3578792,GEOMETRIC_CENTER,13-Nov-08,90,A Excellent,,
,8 Milne Road,8 Milne Road,HU9 4UB,53.7687795,-0.2706848,RANGE_INTERPOLATED,03-Oct-05,70,C Acceptable,,
,A & M Fisheries,1137 Hessle Road,HU4 6SB,53.7284746,-0.4044986,RANGE_INTERPOLATED,04-Oct-08,90,A Excellent,,
,A & N Pizza Fiesta,233 Beverley Road,HU5 2UT,53.7602671,-0.3494859,RANGE_INTERPOLATED,19-Oct-09,70,C Acceptable,,
,A Taste of Europe,Princes Quay,HU1 2PQ,53.7550013,-0.3593619,GEOMETRIC_CENTER,29-Oct-08,80,B Good,,
,A Touch of Class,46 Cottingham Road,HU6 7RA,53.7687059,-0.3597941,RANGE_INTERPOLATED,16-Apr-07,75,B Good,,
,Abbey Roadtanks Ltd,Littlefair Road,HU9 5LP,53.749229,-0.2836754,GEOMETRIC_CENTER,22-Jul-09,90,A Excellent,,
,Acorn Guest House,719 Beverley Road,HU6 7JN,53.7756435,-0.3563405,RANGE_INTERPOLATED,15-Nov-08,85,B Good,,
,Adelaide Fisheries,2 Goodwin Parade,HU3 2HA,53.7407147,-0.3505605,GEOMETRIC_CENTER,26-Oct-09,70,C Acceptable,,
,Adelaide Primary School,Walker Street,HU3 2HB,53.7386396,-0.3539607,GEOMETRIC_CENTER,12-Jun-08,90,A Excellent,,
,Admiral of the Humber,1 Anlaby Road,HU1 2NR,53.7446476,-0.4019135,RANGE_INTERPOLATED,25-Sep-08,85,B Good,,
,Admiral Wyndham Hotel,52 Sunny Bank,HU3 1LQ,53.7503927,-0.3674076,GEOMETRIC_CENTER,02-Sep-08,60,C Acceptable,,
,Aerosol Products Ltd,West Carr Lane,HU7 0AW,53.7718439,-0.3308469,GEOMETRIC_CENTER,09-Jun-06,85,B Good,,
,Afro Caribbean Centre,25 Park Street,HU2 8RR,53.7455742,-0.3519284,RANGE_INTERPOLATED,26-Apr-00,85,B Good,,
,Age Concern,Porter Street,HU1 2RH,53.7405962,-0.3478728,GEOMETRIC_CENTER,09-Oct-08,95,A Excellent,,
,Ainthorpe Primary School,Ainthorpe Grove,HU5 5EB,53.751502,-0.403539,GEOMETRIC_CENTER,26-Jun-03,85,B Good,,
,Al Noor,61 Princes Avenue,HU5 3QX,53.7535545,-0.3602125,RANGE_INTERPOLATED,12-Jan-09,50,D Poor,,
,Alan's Naturally,13 South Street,HU1 3QG,53.7436535,-0.3432043,RANGE_INTERPOLATED,02-Feb-04,75,B Good,,
,Albasha,173 Spring Bank,HU3 1LP,53.7514752,-0.3626487,RANGE_INTERPOLATED,02-Jul-08,80,B Good,,
,Albert Hotel,394 Anlaby Road,HU3 6PB,53.7437225,-0.3784181,RANGE_INTERPOLATED,14-May-08,70,C Acceptable,,
,Alderman Cogan School,Whitworth Street,HU9 3HJ,53.761733,-0.295212,GEOMETRIC_CENTER,19-Nov-08,90,A Excellent,,
,Alderson House Residental Hom,Linnaeus Street,HU3 2PD,53.7405727,-0.3571894,GEOMETRIC_CENTER,10-Jan-09,90,A Excellent,,
,Aldi Stores Ltd,Priory Way,HU4 7BD,53.7247824,-0.4171659,GEOMETRIC_CENTER,04-Nov-09,95,A Excellent,,
,Aldi Stores Ltd,Beverley Road,HU3 1TY,53.7533415,-0.3480822,GEOMETRIC_CENTER,04-Nov-09,90,A Excellent,,
,Aldi Stores Ltd,249 Preston Road,HU9 5AJ,53.7570619,-0.2711124,RANGE_INTERPOLATED,04-Nov-09,90,A Excellent,,
,Alexandra Hotel,69 Hessle Road,HU3 2AB,53.7378279,-0.3523012,RANGE_INTERPOLATED,08-Jun-07,75,B Good,,
,Alf Marshall Community Centre,Goodhart Road,HU7 4DW,53.785986,-0.321369,GEOMETRIC_CENTER,08-Feb-10,85,B Good,,
,Ali Babas,195 Wold Road,HU5 5PH,53.7572289,-0.4099494,RANGE_INTERPOLATED,22-Jun-09,85,B Good,,
,Almare Fisheries,254 Summergangs Road,HU8 8LL,53.7651214,-0.3096352,RANGE_INTERPOLATED,28-Oct-09,95,A Excellent,,
,Amaya's,556 Beverley Road,HU6 7LG,53.7687997,-0.3537632,RANGE_INTERPOLATED,20-Aug-09,70,C Acceptable,,
,Amberdene Residential Care Home,40-42 Boulevard,HU3 2TA,53.7420529,-0.3672765,RANGE_INTERPOLATED,08-Jun-09,90,A Excellent,,
,Amethyst Fisheries,1 Amethyst Road,HU9 4HL,53.7645169,-0.2635461,RANGE_INTERPOLATED,23-Jun-09,90,A Excellent,,
,Amethyst Newagency,15 Amethyst Road,HU9 4HN,53.7648614,-0.2632501,RANGE_INTERPOLATED,30-Jan-09,55,D Poor,,
,Amigo's,736 Anlaby Road,HU4 6BP,53.7449483,-0.3931376,RANGE_INTERPOLATED,03-Mar-09,50,D Poor,,
,Amy's Sandwich Bar,Hedon Road,HU9 1NQ,53.7476416,-0.2715706,GEOMETRIC_CENTER,18-Jan-10,65,C Acceptable,,
,Anatolia Kebabs,427 Hessle Road,HU3 4EH,53.7341705,-0.371566,RANGE_INTERPOLATED,02-Dec-09,65,C Acceptable,,
,Anchor House,Anlaby Road,HU3 2PB,53.7431702,-0.3578792,GEOMETRIC_CENTER,11-May-09,90,A Excellent,,
,Andrew Marvell School,Barham Road,HU9 4EE,53.7694497,-0.2647276,GEOMETRIC_CENTER,15-Jan-09,85,B Good,,
,Aneurin Bevan Lodge,140 Hotham Road North,HU5 4RJ,53.7667574,-0.3905482,RANGE_INTERPOLATED,12-Dec-07,70,C Acceptable,,
,Anlaby Park Newsagents,1042 Anlaby Road,HU4 7RA,53.7442844,-0.4089073,RANGE_INTERPOLATED,17-Dec-08,70,C Acceptable,,
,Antler Club,98 Marfleet Avenue,HU9 5SA,53.751336,-0.2744576,RANGE_INTERPOLATED,17-Apr-09,75,B Good,,
,Apollo,1082 Holderness Road,HU9 4AH,53.772406,-0.2699324,RANGE_INTERPOLATED,19-Nov-08,80,B Good,,
,Appleton Primary School,Appleton Road,HU5 4PG,53.763607,-0.392505,GEOMETRIC_CENTER,04-Jun-09,90,A Excellent,,
,Archbishop Sentamu Academy,Hopewell Road,HU9 4HD,53.7644669,-0.2654318,GEOMETRIC_CENTER,14-Mar-08,85,B Good,,
,Arizona,297 Ings Road,HU8 0NB,53.7747243,-0.303548,RANGE_INTERPOLATED,02-Nov-09,65,C Acceptable,,
,Aroma Chinese Restaurant,279 Beverley Road,HU5 2TH,53.7601847,-0.3494516,RANGE_INTERPOLATED,10-Feb-10,75,B Good,,
,"Arts Cafe, University of Hull",Cottingham Road,HU5 2DL,53.7699095,-0.3804549,GEOMETRIC_CENTER,25-Jun-09,90,A Excellent,,
,Asda Bakery Counter,Main Road,HU11 4AL,53.841765,-0.270302,GEOMETRIC_CENTER,23-Feb-08,70,C Acceptable,,
,Asda Bakery Counter,Hessle Road,HU4 6SH,53.7297675,-0.398852,GEOMETRIC_CENTER,27-Feb-08,75,B Good,,
,Asda Bakery Counter,Mount Pleasant,HU9 2AH,53.7488646,-0.3142128,GEOMETRIC_CENTER,22-Apr-08,90,A Excellent,,
,Asda Bakery Counter,Bude Road,HU7 3HS,53.791316,-0.338615,GEOMETRIC_CENTER,20-Oct-08,90,A Excellent,,
,Asda Cafe,Mount Pleasant,HU9 2AH,53.7488646,-0.3142128,GEOMETRIC_CENTER,22-Apr-08,90,A Excellent,,
,Asda Café,Main Road,HU11 4AL,53.841765,-0.270302,GEOMETRIC_CENTER,19-Jan-08,80,B Good,,
,Asda Café,Hessle Road,HU4 6SH,53.7297675,-0.398852,GEOMETRIC_CENTER,27-Feb-08,90,A Excellent,,
,Asda Deli Counter,Hessle Road,HU4 6SH,53.7297675,-0.398852,GEOMETRIC_CENTER,27-Feb-08,70,C Acceptable,,
,Asda Deli Counter,Mount Pleasant,HU9 2AH,53.7488646,-0.3142128,GEOMETRIC_CENTER,22-Apr-08,90,A Excellent,,
,Asda Deli Counter,Main Road,HU11 4AL,53.841765,-0.270302,GEOMETRIC_CENTER,26-Jun-08,80,B Good,,
,Asda Deli Counter,Bude Road,HU7 3HS,53.791316,-0.338615,GEOMETRIC_CENTER,20-Oct-08,80,B Good,,
,Asda Fish Counter,Hessle Road,HU4 6SH,53.7297675,-0.398852,GEOMETRIC_CENTER,27-Feb-08,75,B Good,,
,Asda Fish Counter,Bude Road,HU7 3HS,53.791316,-0.338615,GEOMETRIC_CENTER,12-Mar-09,95,A Excellent,,
,Asda Rotisserie Counter,Main Road,HU11 4AL,53.841765,-0.270302,GEOMETRIC_CENTER,09-Feb-08,90,A Excellent,,
,Asda Rotisserie Counter,Bude Road,HU7 3HS,53.791316,-0.338615,GEOMETRIC_CENTER,09-Feb-08,85,B Good,,
,Asda Rotisserie Counter,Hessle Road,HU4 6SH,53.7297675,-0.398852,GEOMETRIC_CENTER,27-Feb-08,65,C Acceptable,,
,Asda Staff Canteen,Mount Pleasant,HU9 2AH,53.7488646,-0.3142128,GEOMETRIC_CENTER,22-Apr-08,85,B Good,,
,Asda Staff Canteen,Main Road,HU11 4AL,53.841765,-0.270302,GEOMETRIC_CENTER,26-Jun-08,80,B Good,,
,Asda Staff Canteen,Bude Road,HU7 3HS,53.791316,-0.338615,GEOMETRIC_CENTER,05-Jan-09,85,B Good,,
,Asda Staff Canteen,Hessle Road,HU4 6SH,53.7297675,-0.398852,GEOMETRIC_CENTER,02-Sep-09,85,B Good,,
,Asda Superstores Plc,Main Road,HU11 4AL,53.841765,-0.270302,GEOMETRIC_CENTER,30-Nov-06,80,B Good,,
,Asda Superstores plc,Hessle Road,HU4 6SH,53.7297675,-0.398852,GEOMETRIC_CENTER,27-Feb-08,75,B Good,,
,Asda Superstores Plc,Mount Pleasant,HU9 2AH,53.7488646,-0.3142128,GEOMETRIC_CENTER,22-Apr-08,85,B Good,,
,Asda Superstores Plc,Bude Road,HU7 3HS,53.791316,-0.338615,GEOMETRIC_CENTER,12-Mar-09,95,A Excellent,,
,Ash Lodge,262 Beverley Road,HU5 1AN,53.7602151,-0.3494643,RANGE_INTERPOLATED,30-Jan-10,75,B Good,,
,Ashby's Butchers,Unit 1 Ings Road Shopping Centre,HU8 0TX,53.771809,-0.2967792,APPROXIMATE,06-Jan-10,90,A Excellent,,
,Ashdale Lodge Residential Home,2 Wheeler Street,HU3 5QE,53.7434517,-0.3849079,RANGE_INTERPOLATED,08-Nov-08,90,A Excellent,,
,Ashleigh Residential Home,27-31 Ash Grove,HU5 1LT,53.7582057,-0.4392365,RANGE_INTERPOLATED,16-Sep-08,90,A Excellent,,
,Ashvina General Stores,68 Egton Street,HU8 7HU,53.7503731,-0.3254298,RANGE_INTERPOLATED,02-Mar-10,55,D Poor,,
,Asian Gate,563 Inglemire Lane,HU6 8SW,53.7760366,-0.3854142,RANGE_INTERPOLATED,20-Aug-09,70,C Acceptable,,
,Asian Kitchen,35 Princes Avenue,HU5 3RX,53.7519729,-0.3609676,RANGE_INTERPOLATED,16-Feb-10,50,D Poor,,
,ASK,Princes Dock Street,HU1 2JX,53.7422345,-0.3379174,GEOMETRIC_CENTER,19-Jan-09,85,B Good,,
,Askew Avenue Supermarket,137 Askew Avenue,HU4 6NH,53.7362272,-0.3963222,RANGE_INTERPOLATED,01-Sep-04,85,B Good,,
,Astoria Bingo & Social Club,669 Holderness Road,HU8 9AN,53.7651086,-0.2917608,RANGE_INTERPOLATED,20-Apr-09,75,B Good,,
,Atlantis 1,1020 Anlaby Road,HU4 6AT,53.7443132,-0.4083961,RANGE_INTERPOLATED,25-Mar-09,75,B Good,,
,Attic,82-88 George Street,HU1 3AB,53.7461537,-0.3365565,RANGE_INTERPOLATED,06-Dec-05,80,B Good,,
,Auntie Anne's,Unit 1 East Concourse,HU1 3UQ,53.7398408,-0.3340044,APPROXIMATE,13-Aug-08,85,B Good,,
,Avenues Nursery,139 Princes Avenue,HU5 3HH,53.7550003,-0.3593419,RANGE_INTERPOLATED,26-Sep-08,90,A Excellent,,
,Aversnak,15 Endymion Street,HU8 8TZ,53.7581567,-0.3194545,RANGE_INTERPOLATED,09-Jun-08,80,B Good,,
,Aysgarth House,296 Cottingham Road,HU6 8QA,53.7696112,-0.3762027,RANGE_INTERPOLATED,02-Jan-08,95,A Excellent,,
,Ayutthaya Thai Restaurant,47 Jameson Street,HU1 3JA,53.7448809,-0.341233,RANGE_INTERPOLATED,23-Oct-09,70,C Acceptable,,
,B & M Andrews,77A Newland Avenue,HU5 2AL,53.7628943,-0.3587692,RANGE_INTERPOLATED,03-Jul-08,85,B Good,,
,B & M Bargains,Unit 3B Kingston Park,HU1 2TX,53.7432328,-0.3513937,RANGE_INTERPOLATED,02-Oct-08,65,C Acceptable,,
,B & M Homestores Ltd,Oslo Road,HU7 0YN,53.7777504,-0.3367934,GEOMETRIC_CENTER,03-Oct-08,70,C Acceptable,,
,B Spencer,Walton Street,HU3 6JB,53.7469216,-0.3743859,GEOMETRIC_CENTER,28-Mar-07,85,B Good,,
,Babylon,483 Anlaby Road,HU3 6DT,53.7437753,-0.3751782,RANGE_INTERPOLATED,21-Feb-09,65,C Acceptable,,
,Bacon Banjo,56 Holderness Road,HU9 1ED,53.7498458,-0.3196142,RANGE_INTERPOLATED,18-Jul-09,55,D Poor,,
,Bain Cafe,Cottingham Road,HU6 7RX,53.768875,-0.3628085,GEOMETRIC_CENTER,25-Jun-09,75,B Good,,
,Baker's Oven,6 Goodwin Parade,HU3 2HA,53.7407147,-0.3505605,GEOMETRIC_CENTER,19-Dec-08,80,B Good,,
,Baltija,433 Hessle Road,HU3 4EH,53.7341344,-0.3719155,RANGE_INTERPOLATED,21-Oct-06,85,B Good,,
,Baltija,145 Beverley Road,HU3 1TS,53.7550025,-0.3484569,RANGE_INTERPOLATED,21-Oct-06,80,B Good,,
,Bamboo Garden,192 New Bridge Road,HU9 2NX,53.7561317,-0.3066665,RANGE_INTERPOLATED,13-May-09,90,A Excellent,,
,Bananarama,93 Newland Avenue,HU5 2AA,53.7637833,-0.358747,RANGE_INTERPOLATED,04-Feb-09,55,D Poor,,
,Bandstand,28 Leads Road,HU7 0BY,53.7707535,-0.3274827,RANGE_INTERPOLATED,09-Feb-09,75,B Good,,
,Banjo's,Foster Street,HU8 8BT,53.7592965,-0.3307859,GEOMETRIC_CENTER,09-Nov-07,80,B Good,,
,Bankside Cafe,330-338 Wincolmlee,HU2 0QE,53.7560565,-0.33166,RANGE_INTERPOLATED,24-Oct-08,85,B Good,,
,Bar Ambika,400 Beverley Road,HU5 1LW,53.7641876,-0.3517178,RANGE_INTERPOLATED,18-Feb-06,75,B Good,,
,Bar Fusion & Grill,14-16 Cottingham Road,HU6 7RA,53.7686947,-0.359587,RANGE_INTERPOLATED,20-Oct-08,70,C Acceptable,,
,Barham Fisheries,319 Barham Road,HU9 4EJ,53.774215,-0.2591942,RANGE_INTERPOLATED,23-Feb-09,85,B Good,,
,Barinda,61 Boothferry Road,HU3 6UA,53.74273,-0.3886136,RANGE_INTERPOLATED,28-May-09,55,D Poor,,
,Barracuda Bar,Exchange Court,HU1 1XW,53.7604464,-0.3454315,GEOMETRIC_CENTER,13-Nov-08,45,D Poor,,
,Baskin 31 Robbins,Princes Quay,HU1 2PQ,53.7550013,-0.3593619,GEOMETRIC_CENTER,16-Sep-08,75,B Good,,
,Baxter Storey,200 Clough Road,HU5 1SN,53.7675836,-0.3392807,RANGE_INTERPOLATED,02-Feb-10,85,B Good,,
,Baxters Fish and Chips,Hedon Road,HU9 1NQ,53.7476416,-0.2715706,GEOMETRIC_CENTER,15-Sep-08,70,C Acceptable,,
,Bay Horse,113 Wincolmlee,HU2 8AH,53.7500148,-0.3328963,RANGE_INTERPOLATED,24-Feb-10,70,C Acceptable,,
,Bay Tree Cafe,65 Paragon Street,HU1 3JP,53.744048,-0.3426914,RANGE_INTERPOLATED,29-May-09,75,B Good,,
,BB's,St Stephen's Shopping Centre,HU1 2PL,53.7398408,-0.3340044,APPROXIMATE,10-Jul-09,65,C Acceptable,,
,BB's Coffee and Muffins,Princes Quay,HU1 2PQ,53.7550013,-0.3593619,GEOMETRIC_CENTER,06-Jul-09,65,C Acceptable,,
,Beck House,628 Beverley Road,HU6 7LL,53.7718896,-0.3549515,RANGE_INTERPOLATED,01-Mar-04,85,B Good,,
,Becky`s Caterers,Salvesen Way,HU3 4UQ,53.729508,-0.378238,GEOMETRIC_CENTER,21-Jul-09,80,B Good,,
,Bedes View Residential Home,Wasdale Avenue,HU9 4HZ,53.76878,-0.260786,GEOMETRIC_CENTER,02-Dec-09,75,B Good,,
,Beech Holme Court HERIB,Beverley Road,HU5 1NN,53.7625033,-0.3506376,GEOMETRIC_CENTER,07-Jul-08,90,A Excellent,,
,Beech Lawn,College Street,HU7 4UP,53.7797438,-0.3040718,GEOMETRIC_CENTER,14-Nov-09,95,A Excellent,,
,Belissimo,428 Holderness Road,HU9 3DW,53.75929,-0.3049888,RANGE_INTERPOLATED,17-Aug-09,60,C Acceptable,,
,Bellfield Day Centre,Middlesex Road,HU8 0RB,53.7745492,-0.2871802,GEOMETRIC_CENTER,11-Jan-10,75,B Good,,
,Bellfield Primary School,Saxby Road,HU8 9DD,53.7726571,-0.2823243,GEOMETRIC_CENTER,05-Jan-10,90,A Excellent,,
,Belmont Club,78-80 New Bridge Road,HU9 2RD,53.753244,-0.307459,,18-Mar-04,75,B Good,,
,Bemrose Booth Ltd Canteen,Stockholm Road,HU7 0XG,53.753211,-0.307646,RANGE_INTERPOLATED,22-Jan-10,75,B Good,,
,Benedicts Sandwich Bar,42 Cottingham Road,HU6 7RA,53.775176,-0.340528,GEOMETRIC_CENTER,03-Sep-08,90,A Excellent,,
,Bengal Pride,133 Chanterlands Avenue,HU5 3TJ,53.7687044,-0.3597665,RANGE_INTERPOLATED,06-Oct-09,65,C Acceptable,,
,Berkeley House,2 Berkeley Court,HU9 4UW,53.7560161,-0.3740093,RANGE_INTERPOLATED,04-Jan-09,90,A Excellent,,
,Bethune Day Care Centre,Bethune Avenue,HU4 7EJ,53.7537011,-0.3541625,RANGE_INTERPOLATED,04-Nov-09,85,B Good,,
,Bethune Primary School,Pickering Road,HU4 7AD,53.730114,-0.417522,GEOMETRIC_CENTER,02-Jul-08,85,B Good,,
,Beverley Court Residential Home,334-336 Beverley Road,HU5 1LH,53.737065,-0.39937,GEOMETRIC_CENTER,07-May-09,75,B Good,,
,Beverley Road Depot,460 Beverley Road,HU5 1NP,53.7617765,-0.3501585,RANGE_INTERPOLATED,25-Apr-06,80,B Good,,
,Biarritz,George Street,HU1 3AJ,53.765922,-0.3528075,RANGE_INTERPOLATED,13-Jan-05,75,B Good,,
,Big Fun,335 National Avenue,HU5 1WW,53.7467579,-0.3347898,GEOMETRIC_CENTER,03-Nov-09,85,B Good,,
,Biggin Hill Primary,Biggin Avenue,HU7 4RL,53.7564655,-0.382571,RANGE_INTERPOLATED,23-Feb-07,95,A Excellent,,
,Bilton Grange Community Centre,Grange Road,HU9 4LQ,53.789785,-0.314098,GEOMETRIC_CENTER,15-Jan-10,75,B Good,,
,Blacksmiths Arms,Naylors Row,HU9 1DP,53.76316,-0.258181,GEOMETRIC_CENTER,27-Feb-08,70,C Acceptable,,
,Blue Dolphin,239 Greenwood Avenue,HU6 9RY,53.7479318,-0.3222194,GEOMETRIC_CENTER,11-Sep-08,80,B Good,,
,Blue Lamp Club,2 Norfolk Street,HU2 9AA,53.7822183,-0.3756731,RANGE_INTERPOLATED,01-Nov-06,75,B Good,,
,Blue Ocean,79 Princes Avenue,HU5 3QU,53.749637,-0.3450188,GEOMETRIC_CENTER,22-Apr-08,75,B Good,,
,Blue Sea Fisheries,210 Willerby Road,HU5 5JW,53.7542222,-0.359834,RANGE_INTERPOLATED,28-Jan-09,75,B Good,,
,Bob Carvers,3 Chapel Street,HU1 3PA,53.75264,-0.4072483,RANGE_INTERPOLATED,24-Sep-08,75,B Good,,
,Bob Carvers,9 Trinity House Lane,HU1 2JA,53.7441039,-0.3420421,RANGE_INTERPOLATED,17-Mar-09,70,C Acceptable,,
,Bodmin Road Church,Bodmin Road,HU7 4HB,53.7398408,-0.3340044,APPROXIMATE,05-Sep-08,90,A Excellent,,
,Bodrum,722 Holderness Road,HU9 3JA,53.794024,-0.334915,GEOMETRIC_CENTER,10-Dec-09,60,C Acceptable,,
,Bolzano Take-Away,239 Beverley Road,HU5 2UT,53.7643673,-0.2931008,RANGE_INTERPOLATED,15-Oct-08,70,C Acceptable,,
,Bonny Boat Inn,17 Trinity House Lane,HU1 2JA,53.7602564,-0.3494814,RANGE_INTERPOLATED,12-Feb-04,75,B Good,,
,Boom Cafe Bar,86 Prospect Street,HU2 8PE,53.7398408,-0.3340044,APPROXIMATE,22-Jun-07,90,A Excellent,,
,Boots The Chemist Ltd,48-58 Prospect Centre,HU2 8PS,53.7469344,-0.3441405,RANGE_INTERPOLATED,22-Jun-07,100,A Excellent,,
,Boots The Chemist Ltd,11-12 Whitefriargate,HU1 2ER,53.7520129,-0.3453551,APPROXIMATE,24-Mar-09,90,A Excellent,,
,Bosphorus,448A Holderness Road,HU9 3DS,53.7430217,-0.3355203,RANGE_INTERPOLATED,27-Feb-09,75,B Good,,
,Botanic Hotel,231 Spring Bank,HU3 1LR,53.759904,-0.304045,RANGE_INTERPOLATED,06-Oct-05,75,B Good,,
,Boulevard Corner Cafe Bar,267 Boulevard,HU3 3EQ,53.7514752,-0.3626487,RANGE_INTERPOLATED,14-Jan-10,75,B Good,,
,BP,1026-1034 Hedon Road,HU9 5QN,53.7355325,-0.3633068,RANGE_INTERPOLATED,07-Oct-08,85,B Good,,
,BP,Leads Road,HU7 0DE,53.747937,-0.2764844,RANGE_INTERPOLATED,07-Oct-08,85,B Good,,
,Breadcakes Galore,388 Hessle Road,HU3 3SD,53.7733663,-0.3219914,GEOMETRIC_CENTER,25-Oct-08,65,C Acceptable,,
,Brian's Ices,31/33 Arthur Street,HU3 6BH,53.7344401,-0.369,RANGE_INTERPOLATED,10-Sep-04,85,B Good,,
,Brickmakers Arms,Walton Street,HU3 6JB,53.7419126,-0.3733514,RANGE_INTERPOLATED,21-Oct-09,90,A Excellent,,
,Bricknell Avenue Primary,Bricknell Avenue,HU5 4QD,53.7469216,-0.3743859,GEOMETRIC_CENTER,15-Jul-08,90,A Excellent,,
,Bricknell Fisheries,280 Bricknell Avenue,HU5 4QG,53.765813,-0.386094,GEOMETRIC_CENTER,14-Jan-09,80,B Good,,
,Bricknell Live at Home Scheme,41-43 Hartoft Road,HU5 4LE,53.7671997,-0.3881484,RANGE_INTERPOLATED,13-May-08,90,A Excellent,,
,Bricknell Live at Home Scheme,Rainhill Road,HU5 4HY,53.7624035,-0.3902657,RANGE_INTERPOLATED,26-Jan-09,90,A Excellent,,
,Bricknell Live at Home Scheme,Clough Road,HU6 7PA,53.7604668,-0.3741021,GEOMETRIC_CENTER,03-Jun-09,85,B Good,,
,Bridge Cafe,New Cleveland Street,HU8 7HA,53.7679818,-0.344464,GEOMETRIC_CENTER,02-Apr-09,75,B Good,,
,Bridges Hotel.,Sutton Road,HU7 0AG,53.7498224,-0.3287259,GEOMETRIC_CENTER,12-Jan-10,70,C Acceptable,,
,Bridlington House,4 Bridlington Avenue,HU2 0DU,53.7777315,-0.3292427,GEOMETRIC_CENTER,07-Dec-09,45,D Poor,,
,Bright & Early Nursery,Caughey Street,HU2 8TH,53.7515131,-0.3401557,RANGE_INTERPOLATED,11-Sep-08,95,A Excellent,,
,British Home Stores Restaurant,32-38 Jameson Street,HU1 3LY,53.7481339,-0.3510463,GEOMETRIC_CENTER,14-Oct-08,75,B Good,,
,Broadacre Primary School,Wawne Road,HU7 4JH,53.7449637,-0.340807,RANGE_INTERPOLATED,25-Jun-08,90,A Excellent,,
,Brownies,466-468 Anlaby Road,HU3 6QR,53.7900924,-0.3192326,GEOMETRIC_CENTER,17-Jun-09,50,D Poor,,
,Brunch Box,795 Hessle Road,HU4 6QE,53.7436989,-0.3808373,RANGE_INTERPOLATED,17-Jun-08,80,B Good,,
,Buckingham Club,28 - 30 Brecon Street,HU8 8TN,53.7271174,-0.4103203,RANGE_INTERPOLATED,15-Oct-02,80,B Good,,
,Buckingham Day Centre,Buckingham Street,HU8 8UG,53.758442,-0.317623,RANGE_INTERPOLATED,15-Jul-08,90,A Excellent,,
,Buckingham Primary School,Buckingham Street,HU8 8UG,53.7567692,-0.3157433,GEOMETRIC_CENTER,12-Sep-08,90,A Excellent,,
,Bude Park Primary,Cookbury Close,HU7 4EY,53.7567692,-0.3157433,GEOMETRIC_CENTER,08-Sep-08,95,A Excellent,,
,Bull Inn,246 Beverley Road,HU5 1AH,53.793243,-0.3388874,GEOMETRIC_CENTER,28-Apr-09,75,B Good,,
,Buon Appetito,672B Marfleet Lane,HU9 4TP,53.7587211,-0.3491487,RANGE_INTERPOLATED,11-Nov-09,55,D Poor,,
,Burger Bite,449 Endike Lane,HU6 8AG,53.7676565,-0.2749414,RANGE_INTERPOLATED,23-Oct-09,70,C Acceptable,,
,Burger Bites 2,6 Chapel Street,HU1 3PA,53.7783747,-0.3798794,RANGE_INTERPOLATED,15-May-08,90,A Excellent,,
,Burlington Tavern,Manor Street,HU1 1YP,53.7441219,-0.3419992,RANGE_INTERPOLATED,14-Dec-05,75,B Good,,
,Bushman,109 Rosamond Street,HU3 3RA,53.7438204,-0.3344874,GEOMETRIC_CENTER,24-Nov-08,80,B Good,,
,Buttie Box,Unit E Upton Street Industrial Estate,HU8 7DA,53.7353385,-0.3657548,RANGE_INTERPOLATED,12-Oct-09,90,A Excellent,,
,C & M News and Convenience,418 Staveley Road,HU9 4BU,53.771809,-0.2967792,APPROXIMATE,12-Feb-09,55,D Poor,,
,C&M News,522 Hessle Road,HU3 5BQ,53.7744318,-0.2595916,RANGE_INTERPOLATED,27-Sep-08,70,C Acceptable,,
,Cafe Bar 21,21/23 Trinity House Lane,HU1 2JA,53.7338108,-0.3757247,RANGE_INTERPOLATED,28-Mar-07,80,B Good,,
,Cafe Gelato,Nelson Street,HU1 1XE,53.7398408,-0.3340044,APPROXIMATE,02-Jul-08,60,C Acceptable,,
,Cafe Green Ginger,8A Bowlalley Lane,HU1 1XR,53.7384019,-0.3332604,GEOMETRIC_CENTER,09-Apr-09,90,A Excellent,,
,Cafe M,91 Paragon Street,HU1 3QW,53.74329,-0.33291,APPROXIMATE,22-Oct-08,70,C Acceptable,,
,Cafe One 11,111 Newland Avenue,HU5 2ES,53.764426,-0.358808,,17-Jun-09,75,B Good,,
,Cafe Quatro,Unit 18-19 Zeals Garth,HU7 4WD,53.798359,-0.32615,,18-Dec-09,90,A Excellent,,
,Cafe Rendevous,186 Hessle Road,HU3 3AD,53.7439903,-0.3440037,RANGE_INTERPOLATED,21-Apr-09,75,B Good,,
,Cafe Zest,within House of Fraser,HU1 3JZ,53.7640017,-0.3587325,RANGE_INTERPOLATED,20-Jan-09,65,C Acceptable,,
,Caffe Nero,37-40 Savile Street,HU1 3EL,53.7717431,-0.3223865,APPROXIMATE,24-Sep-08,85,B Good,,
,Caffe Nero,within House of Fraser,HU1 3JZ,53.736249,-0.3595228,RANGE_INTERPOLATED,15-Jan-10,70,C Acceptable,,
,Caffe Ritazza,Ferensway,HU1 3QX,53.7398408,-0.3340044,APPROXIMATE,20-Jul-09,55,D Poor,,
